418	1992831	2314
419	1995145	1303
420	1996448	3628
421	2000076	2155
422	2002231	4697
423	2006928	287
424	2007215	276
425	2007491	287
426	2007778	300
427	2008078	286
428	2008364	304
430	2008668	86
431	2008754	10027
432	2018781	18610
433	2037391	11782
434	2049173	12154
435	2061327	9374
436	2070701	8843
437	2079544	7148
438	2086692	13990
439	2100682	16549
440	2117231	14695
441	2131926	14201
442	2146127	21570
443	2167697	21127
444	2188824	15191
445	2204015	17981
