1	0	815
2	815	1403
14	2218	1495
22	3713	1467
27	5180	1421
28	6601	1403
44	8004	1426
56	9430	1552
59	10982	1448
61	12430	11124
62	23554	3368
63	26922	7823
64	34745	5365
65	40110	11542
66	51652	5216
67	56868	16191
68	73059	8034
69	81093	11430
70	92523	19987
71	112510	9234
72	121744	18428
73	140172	2253
74	142425	13017
75	155442	10746
76	166188	6976
77	173164	24109
78	197273	24082
79	221355	7376
80	228731	12590
81	241321	4458
82	245779	11827
83	257606	13900
84	271506	3579
85	275085	1702
86	276787	605
87	277392	13920
88	291312	13445
89	304757	7533
90	312290	29565
91	341855	11142
92	352997	12661
93	365658	1196
94	366854	5643
95	372497	4146
96	376643	5177
97	381820	18812
98	400632	5516
99	406148	5417
100	411565	17794
101	429359	5952
102	435311	8264
103	443575	26665
104	470240	12004
105	482244	15358
106	497602	40211
107	537813	32904
108	570717	4947
109	575664	15285
110	590949	23275
111	614224	4807
112	619031	8193
113	627224	10035
114	637259	1300
115	638559	7507
116	646066	16473
117	662539	6767
118	669306	8752
120	678058	2685
121	680743	1429
122	682172	3827
123	685999	3718
124	689717	1496
125	691213	9733
126	700946	12149
127	713095	8344
128	721439	3522
129	724961	4869
130	729830	2087
131	731917	2832
132	734749	3180
133	737929	24375
134	762304	2009
135	764313	2943
136	767256	1149
137	768405	2166
138	770571	17662
139	788233	14924
140	803157	3832
141	806989	3619
142	810608	2561
143	813169	5101
144	818270	3700
145	821970	3790
146	825760	4820
147	830580	3707
148	834287	3286
149	837573	4537
150	842110	2809
151	844919	5008
152	849927	8049
153	857976	4644
154	862620	3497
155	866117	3934
156	870051	5045
157	875096	2248
158	877344	1886
159	879230	2502
160	881732	4302
161	886034	3296
162	889330	3168
163	892498	4247
164	896745	2807
165	899552	8382
166	907934	249
167	908183	249
168	908432	279
169	908711	238
170	908949	303
171	909252	231
172	909483	240
173	909723	222
174	909945	229
175	910174	243
176	910417	255
177	910672	216
178	910888	216
179	911104	273
180	911377	237
181	911614	199
182	911813	237
183	912050	234
184	912284	264
185	912548	267
186	912815	207
187	913022	212
188	913234	204
189	913438	217
190	913655	231
194	913886	217
196	914103	6374
197	920477	9968
198	930445	7901
199	938346	4340
200	942686	6780
201	949466	6234
202	955700	3194
203	958894	2551
204	961445	1582
205	963027	4016
206	967043	3256
207	970299	3844
208	974143	2985
209	977128	28742
210	1005870	7248
211	1013118	6266
212	1019384	1761
213	1021145	1796
214	1022941	1540
215	1024481	1221
216	1025702	4136
217	1029838	2281
218	1032119	2728
219	1034847	4187
220	1039034	8816
221	1047850	5427
222	1053277	243
223	1053520	3284
224	1056804	8599
225	1065403	2746
226	1068149	2398
227	1070547	4309
228	1074856	1987
229	1076843	2684
230	1079527	2115
231	1081642	1417
232	1083059	6597
233	1089656	3274
234	1092930	21044
235	1113974	4874
236	1118848	1608
237	1120456	7384
238	1127840	301
239	1128141	36387
240	1164528	6012
241	1170540	4572
242	1175112	5063
243	1180175	2886
244	1183061	1978
245	1185039	10466
246	1195505	2319
247	1197824	4610
248	1202434	7468
249	1209902	5643
250	1215545	6343
251	1221888	5644
252	1227532	7716
253	1235248	10132
254	1245380	11126
255	1256506	13454
256	1269960	387
257	1270347	663
258	1271010	407
259	1271417	358
260	1271775	691
261	1272466	585
262	1273051	487
263	1273538	365
264	1273903	638
265	1274541	499
266	1275040	593
267	1275633	598
268	1276231	406
269	1276637	403
270	1277040	575
271	1277615	455
272	1278070	755
273	1278825	530
274	1279355	502
275	1279857	506
276	1280363	373
277	1280736	459
278	1281195	373
279	1281568	374
280	1281942	5480
281	1287422	416
283	1287838	427
284	1288265	461
285	1288726	383
296	1289109	16353
298	1305462	2307
299	1307769	4280
300	1312049	8600
301	1320649	12563
302	1333212	3003
303	1336215	9137
304	1345352	4454
305	1349806	12613
306	1362419	10186
307	1372605	5416
308	1378021	1955
309	1379976	6970
310	1386946	6437
311	1393383	3941
312	1397324	7840
313	1405164	14081
314	1419245	4548
315	1423793	5636
316	1429429	2121
317	1431550	4164
318	1435714	3893
319	1439607	2855
320	1442462	3126
321	1445588	9384
322	1454972	4565
323	1459537	2881
324	1462418	2377
325	1464795	9633
326	1474428	4697
327	1479125	6058
328	1485183	7129
329	1492312	5263
330	1497575	3590
331	1501165	3727
332	1504892	17359
333	1522251	2393
334	1524644	4424
335	1529068	5851
336	1534919	2491
337	1537410	6471
338	1543881	3572
339	1547453	4914
340	1552367	16100
341	1568467	2569
342	1571036	3201
343	1574237	5181
344	1579418	8953
345	1588371	7043
346	1595414	8779
347	1604193	21614
348	1625807	17847
349	1643654	5377
350	1649031	5079
351	1654110	3952
352	1658062	7025
353	1665087	5856
354	1670943	2691
355	1673634	5036
356	1678670	10046
357	1688716	4486
358	1693202	4630
359	1697832	8053
360	1705885	5594
361	1711479	2394
362	1713873	4457
363	1718330	8175
364	1726505	3919
365	1730424	11529
366	1741953	8876
367	1750829	3937
368	1754766	1897
369	1756663	3980
370	1760643	4392
371	1765035	3481
372	1768516	5493
373	1774009	15790
374	1789799	31763
375	1821562	11792
376	1833354	2812
377	1836166	3531
378	1839697	2190
379	1841887	4104
380	1845991	3567
381	1849558	2478
382	1852036	9566
383	1861602	2618
384	1864220	2923
385	1867143	4140
386	1871283	3555
387	1874838	2893
388	1877731	13616
389	1891347	3383
390	1894730	974
391	1895704	3019
392	1898723	4316
393	1903039	3239
394	1906278	9876
395	1916154	7690
396	1923844	6474
397	1930318	14288
398	1944606	14160
399	1958766	791
400	1959557	455
401	1960012	299
402	1960311	2065
404	1962376	2425
406	1964801	2737
407	1967538	3313
408	1970851	2004
409	1972855	2379
410	1975234	1666
411	1976900	2386
412	1979286	1680
413	1980966	1671
415	1982637	5115
416	1987752	1523
417	1989275	3556
