355	1846875	5036
356	1851911	10046
357	1861957	4486
358	1866443	4630
359	1871073	8053
360	1879126	5594
361	1884720	2394
362	1887114	4457
363	1891571	8175
364	1899746	3919
365	1903665	11529
366	1915194	8876
367	1924070	3937
368	1928007	1897
369	1929904	3980
370	1933884	4392
371	1938276	3481
372	1941757	5493
373	1947250	15790
374	1963040	31763
375	1994803	11792
376	2006595	2812
377	2009407	3531
378	2012938	2190
379	2015128	4104
380	2019232	3567
381	2022799	2478
382	2025277	9566
383	2034843	2618
384	2037461	2923
385	2040384	4140
386	2044524	3555
387	2048079	2893
388	2050972	13616
389	2064588	3383
390	2067971	974
391	2068945	3019
392	2071964	4316
393	2076280	3239
394	2079519	9876
395	2089395	7690
396	2097085	6474
397	2103559	14288
398	2117847	14160
399	2132007	791
400	2132798	455
401	2133253	299
402	2133552	2065
403	2135617	892
404	2136509	2425
405	2138934	1843
406	2140777	2737
407	2143514	3313
408	2146827	2004
409	2148831	2379
410	2151210	1666
411	2152876	2386
412	2155262	1680
413	2156942	1671
414	2158613	1337
415	2159950	5115
416	2165065	1523
417	2166588	3556
418	2170144	2314
419	2172458	1303
420	2173761	3628
421	2177389	2155
422	2179544	4697
423	2184241	287
424	2184528	276
425	2184804	287
426	2185091	300
427	2185391	286
428	2185677	304
429	2185981	86
430	2186067	86
431	2186153	10027
432	2196180	18610
433	2214790	11782
434	2226572	12154
435	2238726	9374
436	2248100	8843
437	2256943	7148
438	2264091	13990
439	2278081	16549
440	2294630	14695
441	2309325	14201
442	2323526	21570
443	2345096	21127
444	2366223	15191
445	2381414	17981
