1	0	815
2	815	1403
3	2218	823
4	3041	1478
5	4519	811
6	5330	824
7	6154	1419
8	7573	1427
9	9000	1531
10	10531	1543
11	12074	869
12	12943	1487
13	14430	872
14	15302	1495
15	16797	1398
16	18195	860
17	19055	1423
18	20478	861
19	21339	866
20	22205	1508
21	23713	1506
22	25219	1467
23	26686	810
24	27496	829
25	28325	1425
26	29750	861
27	30611	1421
28	32032	1403
29	33435	1437
30	34872	1419
31	36291	1411
32	37702	812
33	38514	1472
34	39986	1481
35	41467	1355
36	42822	1450
37	44272	1496
38	45768	813
39	46581	1460
40	48041	1682
41	49723	1410
42	51133	1468
43	52601	1438
44	54039	1426
45	55465	1366
46	56831	1373
47	58204	877
48	59081	1511
49	60592	826
50	61418	819
51	62237	845
52	63082	808
53	63890	1530
54	65420	818
55	66238	819
56	67057	1552
57	68609	807
58	69416	1459
59	70875	1448
60	72323	824
61	73147	11124
62	84271	3368
63	87639	7823
64	95462	5365
65	100827	11542
66	112369	5216
67	117585	16191
68	133776	8034
69	141810	11430
70	153240	19987
71	173227	9234
72	182461	18428
73	200889	2253
74	203142	13017
75	216159	10746
76	226905	6976
77	233881	24109
78	257990	24082
79	282072	7376
80	289448	12590
81	302038	4458
82	306496	11827
83	318323	13900
84	332223	3579
85	335802	1702
86	337504	605
87	338109	13920
88	352029	13445
89	365474	7533
90	373007	29565
91	402572	11142
92	413714	12661
93	426375	1196
94	427571	5643
95	433214	4146
96	437360	5177
97	442537	18812
98	461349	5516
99	466865	5417
100	472282	17794
101	490076	5952
102	496028	8264
103	504292	26665
104	530957	12004
105	542961	15358
106	558319	40211
107	598530	32904
108	631434	4947
109	636381	15285
110	651666	23275
111	674941	4807
112	679748	8193
113	687941	10035
114	697976	1300
115	699276	7507
116	706783	16473
117	723256	6767
118	730023	8752
119	738775	5355
120	744130	2685
121	746815	1429
122	748244	3827
123	752071	3718
124	755789	1496
125	757285	9733
126	767018	12149
127	779167	8344
128	787511	3522
129	791033	4869
130	795902	2087
131	797989	2832
132	800821	3180
133	804001	24375
134	828376	2009
135	830385	2943
136	833328	1149
137	834477	2166
138	836643	17662
139	854305	14924
140	869229	3832
141	873061	3619
142	876680	2561
143	879241	5101
144	884342	3700
145	888042	3790
146	891832	4820
147	896652	3707
148	900359	3286
149	903645	4537
150	908182	2809
151	910991	5008
152	915999	8049
153	924048	4644
154	928692	3497
155	932189	3934
156	936123	5045
157	941168	2248
158	943416	1886
159	945302	2502
160	947804	4302
161	952106	3296
162	955402	3168
163	958570	4247
164	962817	2807
165	965624	8382
166	974006	249
167	974255	249
168	974504	279
169	974783	238
170	975021	303
171	975324	231
172	975555	240
173	975795	222
174	976017	229
175	976246	243
176	976489	255
177	976744	216
178	976960	216
179	977176	273
180	977449	237
181	977686	199
182	977885	237
183	978122	234
184	978356	264
185	978620	267
186	978887	207
187	979094	212
188	979306	204
189	979510	217
190	979727	231
191	979958	229
192	980187	209
193	980396	231
194	980627	217
195	980844	223
196	981067	6374
197	987441	9968
198	997409	7901
199	1005310	4340
200	1009650	6780
201	1016430	6234
202	1022664	3194
203	1025858	2551
204	1028409	1582
205	1029991	4016
206	1034007	3256
207	1037263	3844
208	1041107	2985
209	1044092	28742
210	1072834	7248
211	1080082	6266
212	1086348	1761
213	1088109	1796
214	1089905	1540
215	1091445	1221
216	1092666	4136
217	1096802	2281
218	1099083	2728
219	1101811	4187
220	1105998	8816
221	1114814	5427
222	1120241	243
223	1120484	3284
224	1123768	8599
225	1132367	2746
226	1135113	2398
227	1137511	4309
228	1141820	1987
229	1143807	2684
230	1146491	2115
231	1148606	1417
232	1150023	6597
233	1156620	3274
234	1159894	21044
235	1180938	4874
236	1185812	1608
237	1187420	7384
238	1194804	301
239	1195105	36387
240	1231492	6012
241	1237504	4572
242	1242076	5063
243	1247139	2886
244	1250025	1978
245	1252003	10466
246	1262469	2319
247	1264788	4610
248	1269398	7468
249	1276866	5643
250	1282509	6343
251	1288852	5644
252	1294496	7716
253	1302212	10132
254	1312344	11126
255	1323470	13454
256	1336924	387
257	1337311	663
258	1337974	407
259	1338381	358
260	1338739	691
261	1339430	585
262	1340015	487
263	1340502	365
264	1340867	638
265	1341505	499
266	1342004	593
267	1342597	598
268	1343195	406
269	1343601	403
270	1344004	575
271	1344579	455
272	1345034	755
273	1345789	530
274	1346319	502
275	1346821	506
276	1347327	373
277	1347700	459
278	1348159	373
279	1348532	374
280	1348906	5480
281	1354386	416
282	1354802	402
283	1355204	427
284	1355631	461
285	1356092	383
286	1356475	4459
287	1360934	11828
288	1372762	13901
289	1386663	3580
290	1390243	1703
291	1391946	606
292	1392552	13921
293	1406473	13446
294	1419919	7534
295	1427453	29566
296	1457019	16353
297	1473372	5331
298	1478703	2307
299	1481010	4280
300	1485290	8600
301	1493890	12563
302	1506453	3003
303	1509456	9137
304	1518593	4454
305	1523047	12613
306	1535660	10186
307	1545846	5416
308	1551262	1955
309	1553217	6970
310	1560187	6437
311	1566624	3941
312	1570565	7840
313	1578405	14081
314	1592486	4548
315	1597034	5636
316	1602670	2121
317	1604791	4164
318	1608955	3893
319	1612848	2855
320	1615703	3126
321	1618829	9384
322	1628213	4565
323	1632778	2881
324	1635659	2377
325	1638036	9633
326	1647669	4697
327	1652366	6058
328	1658424	7129
329	1665553	5263
330	1670816	3590
331	1674406	3727
332	1678133	17359
333	1695492	2393
334	1697885	4424
335	1702309	5851
336	1708160	2491
337	1710651	6471
338	1717122	3572
339	1720694	4914
340	1725608	16100
341	1741708	2569
342	1744277	3201
343	1747478	5181
344	1752659	8953
345	1761612	7043
346	1768655	8779
347	1777434	21614
348	1799048	17847
349	1816895	5377
350	1822272	5079
351	1827351	3952
352	1831303	7025
353	1838328	5856
354	1844184	2691
